file,width,height,fps,nb_frames,rotation,display_w,display_h,error
videos\G3\P01\20260725\G3_P01_20260725_impA_005.mp4,1920,1080,29.769,102,90,1080,1920,
videos\G3\P01\20260725\G3_P01_20260725_impA_006.mp4,1920,1080,29.85,119,90,1080,1920,
videos\G3\P01\20260725\G3_P01_20260725_impA_007.mp4,1920,1080,30.004,107,90,1080,1920,
videos\G3\P01\20260725\G3_P01_20260725_impA_008.mp4,1920,1080,26.31,117,90,1080,1920,
videos\G3\P01\20260725\G3_P01_20260725_impA_009.mp4,1920,1080,30.235,77,90,1080,1920,
videos\G3\P01\20260725\G3_P01_20260725_impA_010.mp4,1920,1080,29.802,103,90,1080,1920,
videos\G3\P01\20260730\G3_P01_20260730_impA_001.mp4,1920,1080,30.008,78,90,1080,1920,
videos\G3\P01\20260730\G3_P01_20260730_impA_002.mp4,1920,1080,30.232,85,90,1080,1920,
videos\G3\P01\20260802\G3_P01_20260802_impA_001.mp4,1920,1080,30.148,85,90,1080,1920,
videos\G3\P01\20260802\G3_P01_20260802_impA_002.mp4,1920,1080,30.221,121,90,1080,1920,
videos\G3\P01\20260803\G3_P01_20260803_impA_001.mp4,1920,1080,29.78,92,90,1080,1920,
videos\G3\P01\20260803\G3_P01_20260803_impA_002.mp4,1920,1080,30.241,105,90,1080,1920,
videos\G3\P01\20260804\G3_P01_20260804_impA_001.mp4,1920,1080,29.977,91,90,1080,1920,
videos\G3\P01\20260804\G3_P01_20260804_impA_002.mp4,1920,1080,29.799,110,90,1080,1920,
videos\G3\P01\20260805\G3_P01_20260805_impA_001.mp4,1920,1080,29.901,103,90,1080,1920,
videos\G3\P01\20260805\G3_P01_20260805_impA_002.mp4,1920,1080,29.847,82,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_001.mp4,1920,1080,30.004,67,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_002.mp4,1920,1080,29.91,72,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_003.mp4,1920,1080,29.997,71,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_004.mp4,1920,1080,29.977,86,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_005.mp4,1920,1080,30.004,83,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_006.mp4,1920,1080,29.857,64,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_007.mp4,1920,1080,29.739,75,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_008.mp4,1920,1080,30.004,91,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_009.mp4,1920,1080,29.786,87,90,1080,1920,
videos\G3\P02\20260725\G3_P02_20260725_impA_010.mp4,1920,1080,29.757,90,90,1080,1920,
videos\G3\P02\20260729\G3_P02_20260729_impA_001.mp4,1920,1080,29.786,84,90,1080,1920,
videos\G3\P02\20260729\G3_P02_20260729_impA_002.mp4,1920,1080,30.394,77,90,1080,1920,
videos\G3\P02\20260731\G3_P02_20260731_impA_001.mp4,1920,1080,30.211,89,90,1080,1920,
videos\G3\P02\20260731\G3_P02_20260731_impA_002.mp4,1920,1080,29.858,80,90,1080,1920,
videos\G3\P02\20260801\G3_P02_20260801_impA_001.mp4,1920,1080,29.971,92,90,1080,1920,
videos\G3\P02\20260801\G3_P02_20260801_impA_002.mp4,1920,1080,29.903,92,90,1080,1920,
videos\G3\P02\20260802\G3_P02_20260802_impA_001.mp4,1920,1080,30.056,85,90,1080,1920,
videos\G3\P02\20260802\G3_P02_20260802_impA_002.mp4,1920,1080,30.004,88,90,1080,1920,
videos\G3\P02\20260803\G3_P02_20260803_impA_001.mp4,1920,1080,29.866,80,90,1080,1920,
videos\G3\P02\20260803\G3_P02_20260803_impA_002.mp4,1920,1080,30.184,85,90,1080,1920,
videos\G3\P02\20260804\G3_P02_20260804_impA_001.mp4,1920,1080,29.975,79,90,1080,1920,
videos\G3\P02\20260804\G3_P02_20260804_impA_002.mp4,1920,1080,30.144,77,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_001.mp4,1920,1080,29.817,125,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_002.mp4,1920,1080,30.006,120,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_003.mp4,1920,1080,29.94,126,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_004.mp4,1920,1080,29.888,113,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_005.mp4,1920,1080,29.971,117,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_006.mp4,1920,1080,29.852,100,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_007.mp4,1920,1080,29.899,117,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_008.mp4,1920,1080,29.899,117,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_009.mp4,1920,1080,30.006,114,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_010.mp4,1920,1080,29.819,120,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_011.mp4,1920,1080,29.857,107,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_012.mp4,1920,1080,29.941,118,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_013.mp4,1920,1080,29.939,121,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_014.mp4,1920,1080,29.977,113,90,1080,1920,
videos\G3\P03\20260725\G3_P03_20260725_own_015.mp4,1920,1080,29.844,102,90,1080,1920,
videos\G3\P03\20260803\G3_P03_20260803_own_004.mp4,1920,1080,29.945,100,90,1080,1920,
videos\G3\P03\20260803\G3_P03_20260803_own_007.mp4,1920,1080,29.993,92,90,1080,1920,
videos\G3\P03\20260803\G3_P03_20260803_own_011.mp4,1920,1080,29.875,101,90,1080,1920,
videos\G3\P03\20260803\G3_P03_20260803_own_012.mp4,1920,1080,30.006,111,90,1080,1920,
videos\G3\P03\20260803\G3_P03_20260803_own_014.mp4,1920,1080,29.73,99,90,1080,1920,
videos\G3\P03\20260804\G3_P03_20260804_own_001.mp4,1920,1080,29.886,110,90,1080,1920,
videos\G3\P03\20260804\G3_P03_20260804_own_002.mp4,1920,1080,29.777,114,90,1080,1920,
videos\G3\P03\20260804\G3_P03_20260804_own_003.mp4,1920,1080,29.765,108,90,1080,1920,
videos\G3\P03\20260804\G3_P03_20260804_own_004.mp4,1920,1080,29.869,105,90,1080,1920,
videos\G3\P03\20260804\G3_P03_20260804_own_005.mp4,1920,1080,29.951,111,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_001.mp4,1920,1080,29.906,84,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_002.mp4,1920,1080,29.767,107,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_003.mp4,1920,1080,29.81,106,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_004.mp4,1920,1080,29.891,111,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_005.mp4,1920,1080,30.006,99,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_006.mp4,1920,1080,29.419,95,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_007.mp4,1920,1080,29.86,106,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_008.mp4,1920,1080,30.006,87,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_009.mp4,1920,1080,30.006,107,90,1080,1920,
videos\G3\P03\20260805\G3_P03_20260805_own_010.mp4,1920,1080,30.006,117,90,1080,1920,
videos\G3\P04\20260725\G3_P04_20260725_impA_001.mp4,1280,720,24.0,90,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_002.mp4,1280,720,24.0,92,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_003.mp4,1280,720,24.0,92,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_004.mp4,1280,720,24.0,87,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_005.mp4,1280,720,24.0,90,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_006.mp4,1280,720,24.0,96,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_007.mp4,1280,720,24.0,93,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_008.mp4,1280,720,24.0,89,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_009.mp4,1280,720,24.0,94,90,720,1280,
videos\G3\P04\20260725\G3_P04_20260725_impA_010.mp4,1280,720,24.0,89,90,720,1280,
videos\G3\P04\20260730\G3_P04_20260730_impA_001.mp4,1920,1080,30.0,121,90,1080,1920,
videos\G3\P04\20260730\G3_P04_20260730_impA_002.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G3\P04\20260802\G3_P04_20260802_impA_001.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G3\P04\20260802\G3_P04_20260802_impA_002.mp4,1920,1080,30.0,106,90,1080,1920,
videos\G3\P04\20260803\G3_P04_20260803_impA_001.mp4,1920,1080,30.0,107,90,1080,1920,
videos\G3\P04\20260803\G3_P04_20260803_impA_002.mp4,1920,1080,30.0,107,90,1080,1920,
videos\G3\P04\20260804\G3_P04_20260804_impA_001.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G3\P04\20260804\G3_P04_20260804_impA_002.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G3\P04\20260805\G3_P04_20260805_impA_001.mp4,1920,1080,30.0,118,90,1080,1920,
videos\G3\P04\20260805\G3_P04_20260805_impA_002.mp4,1920,1080,30.0,111,90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_001.mp4,1920,1080,30.0,148,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_002.mp4,1920,1080,30.0,155,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_003.mp4,1920,1080,30.0,168,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_004.mp4,1920,1080,30.0,169,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_005.mp4,1920,1080,30.0,178,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_006.mp4,1920,1080,30.0,180,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_007.mp4,1920,1080,30.0,163,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_008.mp4,1920,1080,30.0,146,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_009.mp4,1920,1080,30.0,153,-90,1080,1920,
videos\G3\P05\20260725\G3_P05_20260725_impA_010.mp4,1920,1080,30.0,169,-90,1080,1920,
videos\G3\P05\20260731\G3_P05_20260731_impA_001.mp4,1920,1080,30.0,170,-90,1080,1920,
videos\G3\P05\20260731\G3_P05_20260731_impA_002.mp4,1920,1080,30.0,163,-90,1080,1920,
videos\G3\P05\20260801\G3_P05_20260801_impA_001.mp4,1920,1080,30.0,194,-90,1080,1920,
videos\G3\P05\20260801\G3_P05_20260801_impA_002.mp4,1920,1080,30.0,178,-90,1080,1920,
videos\G3\P05\20260802\G3_P05_20260802_impA_001.mp4,1920,1080,30.0,197,-90,1080,1920,
videos\G3\P05\20260802\G3_P05_20260802_impA_002.mp4,1920,1080,30.0,202,-90,1080,1920,
videos\G3\P05\20260803\G3_P05_20260803_impA_001.mp4,1920,1080,30.0,199,-90,1080,1920,
videos\G3\P05\20260803\G3_P05_20260803_impA_002.mp4,1920,1080,30.0,198,-90,1080,1920,
videos\G3\P05\20260804\G3_P05_20260804_impA_001.mp4,1920,1080,30.0,155,-90,1080,1920,
videos\G3\P05\20260804\G3_P05_20260804_impA_002.mp4,1920,1080,30.0,185,-90,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_001.mp4,1080,1920,29.959,95,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_002.mp4,1080,1920,29.959,95,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_003.mp4,1080,1920,29.959,95,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_004.mp4,1080,1920,29.956,89,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_005.mp4,1080,1920,29.959,105,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_006.mp4,1080,1920,30.0,101,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_007.mp4,1080,1920,29.959,85,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_008.mp4,1080,1920,29.881,96,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_009.mp4,1080,1920,29.894,115,0,1080,1920,
videos\G3\P06\20260725\G3_P06_20260725_impA_010.mp4,1080,1920,29.959,94,0,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_001.mp4,1920,1080,26.034,63,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_002.mp4,1920,1080,29.941,80,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_003.mp4,1920,1080,23.8,55,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_004.mp4,1920,1080,29.944,90,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_005.mp4,1920,1080,29.813,79,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_006.mp4,1920,1080,30.263,93,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_007.mp4,1920,1080,29.941,71,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_008.mp4,1920,1080,29.604,68,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_009.mp4,1920,1080,29.867,79,90,1080,1920,
videos\G4\P01\20260725\G4_P01_20260725_impA_010.mp4,1920,1080,30.082,57,90,1080,1920,
videos\G4\P01\20260730\G4_P01_20260730_impA_001.mp4,1920,1080,29.666,52,90,1080,1920,
videos\G4\P01\20260730\G4_P01_20260730_impA_002.mp4,1920,1080,30.438,65,90,1080,1920,
videos\G4\P01\20260802\G4_P01_20260802_impA_001.mp4,1920,1080,29.54,58,90,1080,1920,
videos\G4\P01\20260802\G4_P01_20260802_impA_002.mp4,1920,1080,30.004,63,90,1080,1920,
videos\G4\P01\20260803\G4_P01_20260803_impA_001.mp4,1920,1080,29.82,58,90,1080,1920,
videos\G4\P01\20260803\G4_P01_20260803_impA_002.mp4,1920,1080,30.004,64,90,1080,1920,
videos\G4\P01\20260804\G4_P01_20260804_impA_001.mp4,1920,1080,29.833,59,90,1080,1920,
videos\G4\P01\20260804\G4_P01_20260804_impA_002.mp4,1920,1080,29.847,56,90,1080,1920,
videos\G4\P01\20260805\G4_P01_20260805_impA_001.mp4,1920,1080,29.912,55,90,1080,1920,
videos\G4\P01\20260805\G4_P01_20260805_impA_002.mp4,1920,1080,29.81,64,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_001.mp4,1920,1080,29.72,63,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_002.mp4,1920,1080,29.688,47,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_003.mp4,1920,1080,29.632,59,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_004.mp4,1920,1080,30.004,64,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_005.mp4,1920,1080,29.604,48,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_006.mp4,1920,1080,27.288,53,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_007.mp4,1920,1080,30.059,45,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_008.mp4,1920,1080,29.655,50,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_009.mp4,1920,1080,29.815,78,90,1080,1920,
videos\G4\P02\20260725\G4_P02_20260725_impA_010.mp4,1920,1080,29.964,55,90,1080,1920,
videos\G4\P02\20260729\G4_P02_20260729_impA_001.mp4,1920,1080,29.702,59,90,1080,1920,
videos\G4\P02\20260729\G4_P02_20260729_impA_002.mp4,1920,1080,29.672,51,90,1080,1920,
videos\G4\P02\20260731\G4_P02_20260731_impA_001.mp4,1920,1080,29.514,60,90,1080,1920,
videos\G4\P02\20260731\G4_P02_20260731_impA_002.mp4,1920,1080,25.002,52,90,1080,1920,
videos\G4\P02\20260801\G4_P02_20260801_impA_001.mp4,1920,1080,29.658,58,90,1080,1920,
videos\G4\P02\20260801\G4_P02_20260801_impA_002.mp4,1920,1080,30.009,50,90,1080,1920,
videos\G4\P02\20260802\G4_P02_20260802_impA_001.mp4,1920,1080,29.98,66,90,1080,1920,
videos\G4\P02\20260802\G4_P02_20260802_impA_002.mp4,1920,1080,29.348,52,90,1080,1920,
videos\G4\P02\20260803\G4_P02_20260803_impA_001.mp4,1920,1080,29.974,59,90,1080,1920,
videos\G4\P02\20260803\G4_P02_20260803_impA_002.mp4,1920,1080,29.835,47,90,1080,1920,
videos\G4\P02\20260804\G4_P02_20260804_impA_001.mp4,1920,1080,29.139,47,90,1080,1920,
videos\G4\P02\20260804\G4_P02_20260804_impA_002.mp4,1920,1080,29.876,56,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_001.mp4,1920,1080,29.715,84,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_002.mp4,1920,1080,30.006,112,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_003.mp4,1920,1080,30.006,108,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_004.mp4,1920,1080,29.798,99,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_005.mp4,1920,1080,30.006,119,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_006.mp4,1920,1080,29.905,88,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_007.mp4,1920,1080,29.784,105,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_008.mp4,1920,1080,29.873,115,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_009.mp4,1920,1080,29.903,96,90,1080,1920,
videos\G4\P03\20260725\G4_P03_20260725_impA_010.mp4,1920,1080,29.81,121,90,1080,1920,
videos\G4\P03\20260803\G4_P03_20260803_impA_001.mp4,1920,1080,29.981,105,90,1080,1920,
videos\G4\P03\20260803\G4_P03_20260803_impA_002.mp4,1920,1080,29.93,84,90,1080,1920,
videos\G4\P03\20260804\G4_P03_20260804_impA_001.mp4,1920,1080,29.969,93,90,1080,1920,
videos\G4\P03\20260804\G4_P03_20260804_impA_002.mp4,1920,1080,30.006,87,90,1080,1920,
videos\G4\P03\20260805\G4_P03_20260805_impA_001.mp4,1920,1080,29.796,94,90,1080,1920,
videos\G4\P03\20260805\G4_P03_20260805_impA_002.mp4,1920,1080,29.923,97,90,1080,1920,
videos\G4\P03\20260805\G4_P03_20260805_impA_003.mp4,1920,1080,30.006,72,90,1080,1920,
videos\G4\P03\20260805\G4_P03_20260805_impA_004.mp4,1920,1080,30.006,86,90,1080,1920,
videos\G4\P04\20260725\G4_P04_20260725_own_001.mp4,1280,720,24.0,92,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_002.mp4,1280,720,24.0,86,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_003.mp4,1280,720,24.0,93,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_004.mp4,1280,720,24.0,88,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_005.mp4,1280,720,24.0,84,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_006.mp4,1280,720,24.0,90,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_007.mp4,1280,720,24.0,88,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_008.mp4,1280,720,24.0,88,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_009.mp4,1280,720,24.0,91,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_010.mp4,1280,720,24.0,85,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_011.mp4,1280,720,24.0,89,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_012.mp4,1280,720,24.0,102,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_013.mp4,1280,720,24.0,92,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_014.mp4,1280,720,24.0,92,90,720,1280,
videos\G4\P04\20260725\G4_P04_20260725_own_015.mp4,1280,720,24.0,89,90,720,1280,
videos\G4\P04\20260730\G4_P04_20260730_own_001.mp4,1920,1080,30.0,124,90,1080,1920,
videos\G4\P04\20260730\G4_P04_20260730_own_002.mp4,1920,1080,30.0,104,90,1080,1920,
videos\G4\P04\20260730\G4_P04_20260730_own_003.mp4,1920,1080,30.0,103,90,1080,1920,
videos\G4\P04\20260730\G4_P04_20260730_own_004.mp4,1920,1080,30.0,94,90,1080,1920,
videos\G4\P04\20260730\G4_P04_20260730_own_005.mp4,1920,1080,30.0,104,90,1080,1920,
videos\G4\P04\20260802\G4_P04_20260802_own_001.mp4,1920,1080,30.0,106,90,1080,1920,
videos\G4\P04\20260802\G4_P04_20260802_own_002.mp4,1920,1080,30.0,105,90,1080,1920,
videos\G4\P04\20260802\G4_P04_20260802_own_003.mp4,1920,1080,30.0,104,90,1080,1920,
videos\G4\P04\20260802\G4_P04_20260802_own_004.mp4,1920,1080,30.0,103,90,1080,1920,
videos\G4\P04\20260802\G4_P04_20260802_own_005.mp4,1920,1080,30.0,111,90,1080,1920,
videos\G4\P04\20260803\G4_P04_20260803_own_001.mp4,1920,1080,30.0,98,90,1080,1920,
videos\G4\P04\20260803\G4_P04_20260803_own_002.mp4,1920,1080,30.0,100,90,1080,1920,
videos\G4\P04\20260803\G4_P04_20260803_own_003.mp4,1920,1080,30.0,108,90,1080,1920,
videos\G4\P04\20260803\G4_P04_20260803_own_004.mp4,1920,1080,30.0,101,90,1080,1920,
videos\G4\P04\20260803\G4_P04_20260803_own_005.mp4,1920,1080,30.0,105,90,1080,1920,
videos\G4\P04\20260804\G4_P04_20260804_own_001.mp4,1920,1080,30.0,108,90,1080,1920,
videos\G4\P04\20260804\G4_P04_20260804_own_002.mp4,1920,1080,30.0,113,90,1080,1920,
videos\G4\P04\20260804\G4_P04_20260804_own_003.mp4,1920,1080,30.0,107,90,1080,1920,
videos\G4\P04\20260804\G4_P04_20260804_own_004.mp4,1920,1080,30.0,112,90,1080,1920,
videos\G4\P04\20260804\G4_P04_20260804_own_005.mp4,1920,1080,30.0,92,90,1080,1920,
videos\G4\P04\20260805\G4_P04_20260805_own_001.mp4,1920,1080,30.0,106,90,1080,1920,
videos\G4\P04\20260805\G4_P04_20260805_own_002.mp4,1920,1080,30.0,105,90,1080,1920,
videos\G4\P04\20260805\G4_P04_20260805_own_003.mp4,1920,1080,30.0,106,90,1080,1920,
videos\G4\P04\20260805\G4_P04_20260805_own_004.mp4,1920,1080,30.0,103,90,1080,1920,
videos\G4\P04\20260805\G4_P04_20260805_own_005.mp4,1920,1080,30.0,108,90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_001.mp4,1920,1080,30.0,104,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_002.mp4,1920,1080,30.0,103,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_003.mp4,1920,1080,30.0,104,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_004.mp4,1920,1080,30.0,96,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_005.mp4,1920,1080,30.0,117,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_006.mp4,1920,1080,30.0,109,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_007.mp4,1920,1080,30.0,103,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_008.mp4,1920,1080,30.0,114,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_009.mp4,1920,1080,30.0,115,-90,1080,1920,
videos\G4\P05\20260725\G4_P05_20260725_impA_010.mp4,1920,1080,30.0,122,-90,1080,1920,
videos\G4\P05\20260731\G4_P05_20260731_impA_001.mp4,1920,1080,30.0,126,-90,1080,1920,
videos\G4\P05\20260731\G4_P05_20260731_impA_002.mp4,1920,1080,30.0,117,-90,1080,1920,
videos\G4\P05\20260801\G4_P05_20260801_impA_001.mp4,1920,1080,30.0,131,-90,1080,1920,
videos\G4\P05\20260801\G4_P05_20260801_impA_002.mp4,1920,1080,30.0,122,-90,1080,1920,
videos\G4\P05\20260802\G4_P05_20260802_impA_001.mp4,1920,1080,30.0,125,-90,1080,1920,
videos\G4\P05\20260802\G4_P05_20260802_impA_002.mp4,1920,1080,30.0,136,-90,1080,1920,
videos\G4\P05\20260803\G4_P05_20260803_impA_001.mp4,1920,1080,30.0,133,-90,1080,1920,
videos\G4\P05\20260803\G4_P05_20260803_impA_002.mp4,1920,1080,30.0,185,-90,1080,1920,
videos\G4\P05\20260804\G4_P05_20260804_impA_001.mp4,1920,1080,30.0,140,-90,1080,1920,
videos\G4\P05\20260804\G4_P05_20260804_impA_002.mp4,1920,1080,30.0,158,-90,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_001.mp4,1080,1920,29.959,86,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_002.mp4,1080,1920,29.959,95,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_003.mp4,1080,1920,29.869,83,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_004.mp4,1080,1920,29.959,84,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_005.mp4,1080,1920,29.959,68,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_006.mp4,1080,1920,29.958,87,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_007.mp4,1080,1920,29.959,81,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_008.mp4,1080,1920,29.878,92,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_009.mp4,1080,1920,29.96,71,0,1080,1920,
videos\G4\P06\20260725\G4_P06_20260725_impA_010.mp4,1080,1920,29.958,93,0,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_001.mp4,1920,1080,29.646,55,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_002.mp4,1920,1080,29.863,54,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_003.mp4,1920,1080,30.375,81,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_004.mp4,1920,1080,30.44,69,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_005.mp4,1920,1080,29.959,58,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_006.mp4,1920,1080,30.151,49,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_007.mp4,1920,1080,29.85,48,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_008.mp4,1920,1080,29.845,54,90,1080,1920,
videos\G5\P01\20260725\G5_P01_20260725_impA_009.mp4,1920,1080,29.756,62,90,1080,1920,
videos\G5\P01\20260730\G5_P01_20260730_impA_001.mp4,1920,1080,30.004,75,90,1080,1920,
videos\G5\P01\20260730\G5_P01_20260730_impA_002.mp4,1920,1080,30.237,77,90,1080,1920,
videos\G5\P01\20260802\G5_P01_20260802_impA_001.mp4,1920,1080,30.004,84,90,1080,1920,
