file,width,height,fps,nb_frames,rotation,display_w,display_h,error
videos\G5\P01\20260802\G5_P01_20260802_impA_002.mp4,1920,1080,29.961,66,90,1080,1920,
videos\G5\P01\20260803\G5_P01_20260803_impA_001.mp4,1920,1080,29.876,90,90,1080,1920,
videos\G5\P01\20260803\G5_P01_20260803_impA_002.mp4,1920,1080,30.174,73,90,1080,1920,
videos\G5\P01\20260804\G5_P01_20260804_impA_001.mp4,1920,1080,30.004,87,90,1080,1920,
videos\G5\P01\20260804\G5_P01_20260804_impA_002.mp4,1920,1080,30.341,89,90,1080,1920,
videos\G5\P01\20260805\G5_P01_20260805_impA_001.mp4,1920,1080,29.907,83,90,1080,1920,
videos\G5\P01\20260805\G5_P01_20260805_impA_002.mp4,1920,1080,30.152,81,90,1080,1920,
videos\G5\P02\20260729\G5_P02_20260729_impA_001.mp4,1920,1080,29.772,84,90,1080,1920,
videos\G5\P02\20260729\G5_P02_20260729_impA_002.mp4,1920,1080,30.004,92,90,1080,1920,
videos\G5\P02\20260731\G5_P02_20260731_impA_001.mp4,1920,1080,29.89,111,90,1080,1920,
videos\G5\P02\20260731\G5_P02_20260731_impA_002.mp4,1920,1080,30.005,113,90,1080,1920,
videos\G5\P02\20260801\G5_P02_20260801_impA_001.mp4,1920,1080,29.971,91,90,1080,1920,
videos\G5\P02\20260801\G5_P02_20260801_impA_002.mp4,1920,1080,29.741,95,90,1080,1920,
videos\G5\P02\20260802\G5_P02_20260802_impA_001.mp4,1920,1080,29.604,76,90,1080,1920,
videos\G5\P02\20260802\G5_P02_20260802_impA_002.mp4,1920,1080,30.461,69,90,1080,1920,
videos\G5\P02\20260803\G5_P02_20260803_impA_001.mp4,1920,1080,30.139,73,90,1080,1920,
videos\G5\P02\20260803\G5_P02_20260803_impA_002.mp4,1920,1080,29.841,80,90,1080,1920,
videos\G5\P02\20260804\G5_P02_20260804_impA_001.mp4,1920,1080,29.729,92,90,1080,1920,
videos\G5\P02\20260804\G5_P02_20260804_impA_002.mp4,1920,1080,29.858,96,90,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_001.mp4,1080,1920,30.021,91,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_002.mp4,1080,1920,30.004,92,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_003.mp4,1080,1920,30.004,89,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_004.mp4,1080,1920,30.004,98,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_005.mp4,1080,1920,30.004,82,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_006.mp4,1080,1920,30.004,106,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_007.mp4,1080,1920,30.004,81,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_008.mp4,1080,1920,30.004,83,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_009.mp4,1080,1920,30.004,89,0,1080,1920,
videos\G5\P02\20260805\G5_P02_20260805_impA_010.mp4,1080,1920,30.004,85,0,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_001.mp4,1920,1080,30.006,102,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_002.mp4,1920,1080,29.979,113,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_003.mp4,1920,1080,29.879,103,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_004.mp4,1920,1080,29.848,106,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_005.mp4,1920,1080,29.821,98,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_006.mp4,1920,1080,29.96,101,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_007.mp4,1920,1080,29.898,96,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_008.mp4,1920,1080,29.923,100,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_009.mp4,1920,1080,30.006,118,90,1080,1920,
videos\G5\P03\20260727\G5_P03_20260727_impA_010.mp4,1920,1080,29.825,100,90,1080,1920,
videos\G5\P03\20260803\G5_P03_20260803_impA_004.mp4,1920,1080,29.916,104,90,1080,1920,
videos\G5\P03\20260803\G5_P03_20260803_impA_008.mp4,1920,1080,29.805,99,90,1080,1920,
videos\G5\P03\20260804\G5_P03_20260804_impA_001.mp4,1920,1080,29.728,91,90,1080,1920,
videos\G5\P03\20260804\G5_P03_20260804_impA_002.mp4,1920,1080,30.006,96,90,1080,1920,
videos\G5\P03\20260805\G5_P03_20260805_impA_001.mp4,1920,1080,30.006,94,90,1080,1920,
videos\G5\P03\20260805\G5_P03_20260805_impA_002.mp4,1920,1080,29.779,91,90,1080,1920,
videos\G5\P03\20260805\G5_P03_20260805_impA_003.mp4,1920,1080,29.928,72,90,1080,1920,
videos\G5\P03\20260805\G5_P03_20260805_impA_004.mp4,1920,1080,29.766,89,90,1080,1920,
videos\G5\P04\20260725\G5_P04_20260725_impA_001.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G5\P04\20260725\G5_P04_20260725_impA_002.mp4,1920,1080,30.0,106,90,1080,1920,
videos\G5\P04\20260730\G5_P04_20260730_impA_001.mp4,1920,1080,30.0,110,90,1080,1920,
videos\G5\P04\20260730\G5_P04_20260730_impA_002.mp4,1920,1080,30.0,107,90,1080,1920,
videos\G5\P04\20260802\G5_P04_20260802_impA_001.mp4,1920,1080,30.0,82,90,1080,1920,
videos\G5\P04\20260802\G5_P04_20260802_impA_002.mp4,1920,1080,30.0,107,90,1080,1920,
videos\G5\P04\20260803\G5_P04_20260803_impA_001.mp4,1920,1080,30.0,120,90,1080,1920,
videos\G5\P04\20260803\G5_P04_20260803_impA_002.mp4,1920,1080,30.0,114,90,1080,1920,
videos\G5\P04\20260804\G5_P04_20260804_impA_001.mp4,1920,1080,30.0,111,90,1080,1920,
videos\G5\P04\20260804\G5_P04_20260804_impA_002.mp4,1920,1080,30.0,108,90,1080,1920,
videos\G5\P04\20260805\G5_P04_20260805_impA_001.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G5\P04\20260805\G5_P04_20260805_impA_002.mp4,1920,1080,30.0,106,90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_001.mp4,1920,1080,30.0,138,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_002.mp4,1920,1080,30.0,143,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_003.mp4,1920,1080,30.0,145,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_004.mp4,1920,1080,30.0,156,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_005.mp4,1920,1080,30.0,161,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_006.mp4,1920,1080,30.0,145,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_007.mp4,1920,1080,30.0,160,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_008.mp4,1920,1080,30.0,145,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_009.mp4,1920,1080,30.0,155,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_010.mp4,1920,1080,30.0,164,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_011.mp4,1920,1080,30.0,160,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_012.mp4,1920,1080,30.0,133,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_013.mp4,1920,1080,30.0,131,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_014.mp4,1920,1080,30.0,135,-90,1080,1920,
videos\G5\P05\20260725\G5_P05_20260725_own_015.mp4,1920,1080,30.0,155,-90,1080,1920,
videos\G5\P05\20260731\G5_P05_20260731_own_001.mp4,1920,1080,30.0,151,-90,1080,1920,
videos\G5\P05\20260731\G5_P05_20260731_own_002.mp4,1920,1080,30.0,166,-90,1080,1920,
videos\G5\P05\20260731\G5_P05_20260731_own_003.mp4,1920,1080,30.0,181,-90,1080,1920,
videos\G5\P05\20260731\G5_P05_20260731_own_004.mp4,1920,1080,30.0,179,-90,1080,1920,
videos\G5\P05\20260731\G5_P05_20260731_own_005.mp4,1920,1080,30.0,181,-90,1080,1920,
videos\G5\P05\20260801\G5_P05_20260801_own_001.mp4,1920,1080,30.0,145,-90,1080,1920,
videos\G5\P05\20260801\G5_P05_20260801_own_002.mp4,1920,1080,30.0,133,-90,1080,1920,
videos\G5\P05\20260801\G5_P05_20260801_own_003.mp4,1920,1080,30.0,183,-90,1080,1920,
videos\G5\P05\20260801\G5_P05_20260801_own_004.mp4,1920,1080,30.0,155,-90,1080,1920,
videos\G5\P05\20260801\G5_P05_20260801_own_005.mp4,1920,1080,30.0,144,-90,1080,1920,
videos\G5\P05\20260802\G5_P05_20260802_own_001.mp4,1920,1080,30.0,158,-90,1080,1920,
videos\G5\P05\20260802\G5_P05_20260802_own_002.mp4,1920,1080,30.0,166,-90,1080,1920,
videos\G5\P05\20260802\G5_P05_20260802_own_003.mp4,1920,1080,30.0,149,-90,1080,1920,
videos\G5\P05\20260802\G5_P05_20260802_own_004.mp4,1920,1080,30.0,175,-90,1080,1920,
videos\G5\P05\20260802\G5_P05_20260802_own_005.mp4,1920,1080,30.0,142,-90,1080,1920,
videos\G5\P05\20260803\G5_P05_20260803_own_001.mp4,1920,1080,30.0,176,-90,1080,1920,
videos\G5\P05\20260803\G5_P05_20260803_own_002.mp4,1920,1080,30.0,171,-90,1080,1920,
videos\G5\P05\20260803\G5_P05_20260803_own_003.mp4,1920,1080,30.0,161,-90,1080,1920,
videos\G5\P05\20260803\G5_P05_20260803_own_004.mp4,1920,1080,30.0,165,-90,1080,1920,
videos\G5\P05\20260803\G5_P05_20260803_own_005.mp4,1920,1080,30.0,176,-90,1080,1920,
videos\G5\P05\20260804\G5_P05_20260804_own_001.mp4,1920,1080,30.0,157,-90,1080,1920,
videos\G5\P05\20260804\G5_P05_20260804_own_002.mp4,1920,1080,30.0,169,-90,1080,1920,
videos\G5\P05\20260804\G5_P05_20260804_own_003.mp4,1920,1080,30.0,183,-90,1080,1920,
videos\G5\P05\20260804\G5_P05_20260804_own_004.mp4,1920,1080,30.0,159,-90,1080,1920,
videos\G5\P05\20260804\G5_P05_20260804_own_005.mp4,1920,1080,30.0,156,-90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_001.mp4,1920,1080,29.942,59,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_002.mp4,1920,1080,30.33,77,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_003.mp4,1920,1080,29.941,67,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_004.mp4,1920,1080,29.74,66,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_005.mp4,1920,1080,30.009,62,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_006.mp4,1920,1080,29.846,98,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_007.mp4,1920,1080,29.735,58,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_008.mp4,1920,1080,30.43,61,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_009.mp4,1920,1080,30.222,73,90,1080,1920,
videos\G6\P01\20260725\G6_P01_20260725_impA_010.mp4,1920,1080,29.871,54,90,1080,1920,
videos\G6\P01\20260730\G6_P01_20260730_impA_001.mp4,1920,1080,29.88,55,90,1080,1920,
videos\G6\P01\20260730\G6_P01_20260730_impA_002.mp4,1920,1080,30.21,73,90,1080,1920,
videos\G6\P01\20260802\G6_P01_20260802_impA_001.mp4,1920,1080,30.004,68,90,1080,1920,
videos\G6\P01\20260802\G6_P01_20260802_impA_002.mp4,1920,1080,30.009,58,90,1080,1920,
videos\G6\P01\20260803\G6_P01_20260803_impA_001.mp4,1920,1080,29.865,63,90,1080,1920,
videos\G6\P01\20260803\G6_P01_20260803_impA_002.mp4,1920,1080,29.889,63,90,1080,1920,
videos\G6\P01\20260804\G6_P01_20260804_impA_001.mp4,1920,1080,29.689,67,90,1080,1920,
videos\G6\P01\20260804\G6_P01_20260804_impA_002.mp4,1920,1080,30.007,86,90,1080,1920,
videos\G6\P01\20260805\G6_P01_20260805_impA_001.mp4,1920,1080,30.39,61,90,1080,1920,
videos\G6\P01\20260805\G6_P01_20260805_impA_002.mp4,1920,1080,29.749,52,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_001.mp4,1920,1080,29.907,59,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_002.mp4,1920,1080,29.667,48,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_003.mp4,1920,1080,29.838,68,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_004.mp4,1920,1080,29.565,43,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_005.mp4,1920,1080,29.995,67,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_006.mp4,1920,1080,30.574,53,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_007.mp4,1920,1080,29.719,50,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_008.mp4,1920,1080,30.142,73,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_009.mp4,1920,1080,29.809,59,90,1080,1920,
videos\G6\P02\20260725\G6_P02_20260725_impA_010.mp4,1920,1080,29.877,55,90,1080,1920,
videos\G6\P02\20260729\G6_P02_20260729_impA_001.mp4,1920,1080,29.664,44,90,1080,1920,
videos\G6\P02\20260729\G6_P02_20260729_impA_002.mp4,1920,1080,29.631,42,90,1080,1920,
videos\G6\P02\20260731\G6_P02_20260731_impA_001.mp4,1920,1080,30.575,53,90,1080,1920,
videos\G6\P02\20260731\G6_P02_20260731_impA_002.mp4,1920,1080,30.008,66,90,1080,1920,
videos\G6\P02\20260801\G6_P02_20260801_impA_001.mp4,1920,1080,30.434,53,90,1080,1920,
videos\G6\P02\20260801\G6_P02_20260801_impA_002.mp4,1920,1080,29.788,50,90,1080,1920,
videos\G6\P02\20260802\G6_P02_20260802_impA_001.mp4,1920,1080,27.016,52,90,1080,1920,
videos\G6\P02\20260802\G6_P02_20260802_impA_002.mp4,1920,1080,29.88,60,90,1080,1920,
videos\G6\P02\20260803\G6_P02_20260803_impA_001.mp4,1920,1080,30.01,50,90,1080,1920,
videos\G6\P02\20260803\G6_P02_20260803_impA_002.mp4,1920,1080,29.903,52,90,1080,1920,
videos\G6\P02\20260804\G6_P02_20260804_impA_001.mp4,1920,1080,29.843,42,90,1080,1920,
videos\G6\P02\20260804\G6_P02_20260804_impA_002.mp4,1920,1080,29.519,51,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_001.mp4,1920,1080,29.814,102,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_002.mp4,1920,1080,30.006,110,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_003.mp4,1920,1080,29.997,98,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_004.mp4,1920,1080,29.815,85,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_005.mp4,1920,1080,30.006,79,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_006.mp4,1920,1080,29.857,96,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_007.mp4,1920,1080,29.811,109,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_008.mp4,1920,1080,29.915,68,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_009.mp4,1920,1080,29.864,102,90,1080,1920,
videos\G6\P03\20260725\G6_P03_20260725_impA_010.mp4,1920,1080,29.989,114,90,1080,1920,
videos\G6\P03\20260803\G6_P03_20260803_impA_006.mp4,1920,1080,29.99,88,90,1080,1920,
videos\G6\P03\20260803\G6_P03_20260803_impA_010.mp4,1920,1080,29.832,117,90,1080,1920,
videos\G6\P03\20260804\G6_P03_20260804_impA_001.mp4,1920,1080,29.92,100,90,1080,1920,
videos\G6\P03\20260804\G6_P03_20260804_impA_002.mp4,1920,1080,29.819,88,90,1080,1920,
videos\G6\P03\20260805\G6_P03_20260805_impA_001.mp4,1920,1080,30.006,94,90,1080,1920,
videos\G6\P03\20260805\G6_P03_20260805_impA_002.mp4,1920,1080,30.006,96,90,1080,1920,
videos\G6\P03\20260805\G6_P03_20260805_impA_003.mp4,1920,1080,30.006,86,90,1080,1920,
videos\G6\P03\20260805\G6_P03_20260805_impA_004.mp4,1920,1080,30.006,94,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_001.mp4,1920,1080,30.0,104,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_002.mp4,1920,1080,30.0,120,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_003.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_004.mp4,1920,1080,30.0,102,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_005.mp4,1920,1080,30.0,105,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_006.mp4,1920,1080,30.0,106,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_007.mp4,1920,1080,30.0,118,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_008.mp4,1920,1080,30.0,112,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_009.mp4,1920,1080,30.0,100,90,1080,1920,
videos\G6\P04\20260725\G6_P04_20260725_impA_010.mp4,1280,720,24.0,88,90,720,1280,
videos\G6\P04\20260730\G6_P04_20260730_impA_001.mp4,1920,1080,30.0,104,90,1080,1920,
videos\G6\P04\20260730\G6_P04_20260730_impA_002.mp4,1920,1080,30.0,121,90,1080,1920,
videos\G6\P04\20260802\G6_P04_20260802_impA_001.mp4,1920,1080,30.0,110,90,1080,1920,
videos\G6\P04\20260802\G6_P04_20260802_impA_002.mp4,1920,1080,30.0,99,90,1080,1920,
videos\G6\P04\20260803\G6_P04_20260803_impA_001.mp4,1920,1080,30.0,138,90,1080,1920,
videos\G6\P04\20260803\G6_P04_20260803_impA_002.mp4,1920,1080,30.0,109,90,1080,1920,
videos\G6\P04\20260804\G6_P04_20260804_impA_001.mp4,1920,1080,30.0,111,90,1080,1920,
videos\G6\P04\20260804\G6_P04_20260804_impA_002.mp4,1920,1080,30.0,107,90,1080,1920,
videos\G6\P04\20260805\G6_P04_20260805_impA_001.mp4,1920,1080,30.0,118,90,1080,1920,
videos\G6\P04\20260805\G6_P04_20260805_impA_002.mp4,1920,1080,30.0,111,90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_001.mp4,1920,1080,30.0,126,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_002.mp4,1920,1080,30.0,136,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_003.mp4,1920,1080,30.0,113,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_004.mp4,1920,1080,30.0,124,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_005.mp4,1920,1080,30.0,141,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_006.mp4,1920,1080,30.0,134,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_007.mp4,1920,1080,30.0,143,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_008.mp4,1920,1080,30.0,118,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_009.mp4,1920,1080,30.0,126,-90,1080,1920,
videos\G6\P05\20260725\G6_P05_20260725_impA_010.mp4,1920,1080,30.0,129,-90,1080,1920,
videos\G6\P05\20260731\G6_P05_20260731_impA_001.mp4,1920,1080,30.0,132,-90,1080,1920,
videos\G6\P05\20260731\G6_P05_20260731_impA_002.mp4,1920,1080,30.0,150,-90,1080,1920,
videos\G6\P05\20260801\G6_P05_20260801_impA_001.mp4,1920,1080,30.0,132,-90,1080,1920,
videos\G6\P05\20260801\G6_P05_20260801_impA_002.mp4,1920,1080,30.0,114,-90,1080,1920,
videos\G6\P05\20260802\G6_P05_20260802_impA_001.mp4,1920,1080,30.0,122,-90,1080,1920,
videos\G6\P05\20260802\G6_P05_20260802_impA_002.mp4,1920,1080,30.0,130,-90,1080,1920,
videos\G6\P05\20260803\G6_P05_20260803_impA_001.mp4,1920,1080,30.0,143,-90,1080,1920,
videos\G6\P05\20260803\G6_P05_20260803_impA_002.mp4,1920,1080,30.0,152,-90,1080,1920,
videos\G6\P05\20260804\G6_P05_20260804_impA_001.mp4,1920,1080,30.0,138,-90,1080,1920,
videos\G6\P05\20260804\G6_P05_20260804_impA_002.mp4,1920,1080,30.0,133,-90,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_001.mp4,1920,1080,28.354,106,0,1920,1080,
videos\G6\P06\20260725\G6_P06_20260725_own_002.mp4,1920,1080,29.958,121,0,1920,1080,
videos\G6\P06\20260725\G6_P06_20260725_own_003.mp4,1080,1920,29.958,95,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_004.mp4,1080,1920,29.863,103,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_005.mp4,1080,1920,29.863,78,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_006.mp4,1080,1920,29.863,105,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_007.mp4,1080,1920,29.959,105,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_008.mp4,1080,1920,29.959,84,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_009.mp4,1080,1920,30.0,105,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_010.mp4,1080,1920,29.958,109,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_011.mp4,1080,1920,30.071,67,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_012.mp4,1080,1920,29.958,90,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_013.mp4,1080,1920,29.881,96,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_014.mp4,1080,1920,23.873,86,0,1080,1920,
videos\G6\P06\20260725\G6_P06_20260725_own_015.mp4,1080,1920,29.999,58,0,1080,1920,
