target_user,registered_gesture,category,sample_index,performer,performed_gesture,session,role,hand,imitation_target,gesture_score,user_score,gesture_pass,user_pass,accepted
P08,G5,random_impostor,366,X05,G1,20260813,impA,L,P01,0.8368616602539318,-0.11828364283147036,0,0,0
P08,G5,random_impostor,367,X05,G1,20260813,impA,L,P01,0.8222594299772346,0.040733848393376314,0,0,0
P08,G5,random_impostor,368,X06,G1,20260813,impA,L,P01,0.8352756892062527,0.01682918574737529,0,0,0
P08,G5,random_impostor,369,X06,G1,20260813,impA,L,P01,0.8637898741615437,0.22209576969697103,0,0,0
P08,G5,random_impostor,370,X07,G1,20260813,impA,L,P01,0.8386684831047511,0.8274250703153664,0,1,0
P08,G5,random_impostor,371,X07,G1,20260813,impA,L,P01,0.8648506104348348,0.8911037663510339,0,1,0
P08,G5,random_impostor,372,X08,G1,20260813,impA,L,P01,0.8726769499268974,-0.12498401177342205,0,0,0
P08,G5,random_impostor,373,X08,G1,20260813,impA,L,P01,0.8784964920215265,-0.26174242499106615,0,0,0
P08,G5,random_impostor,374,X09,G1,20260814,impA,R,P01,0.7304316632133583,0.6973179625054566,0,0,0
P08,G5,random_impostor,375,X09,G1,20260814,impA,R,P01,0.8014440586421998,0.03939558975009428,0,0,0
P08,G5,random_impostor,376,X10,G1,20260814,impA,R,P01,0.7434867135833672,-0.10114313852865331,0,0,0
P08,G5,random_impostor,377,X10,G1,20260814,impA,R,P01,0.7980337172710026,0.9398809250916484,0,1,0
P08,G5,random_impostor,378,X11,G1,20260814,impA,R,P01,0.520338377723414,-0.12481752868619476,0,0,0
P08,G5,random_impostor,379,X11,G1,20260814,impA,R,P01,0.462845787174442,0.35228725893143664,0,0,0
P08,G5,random_impostor,380,X12,G1,20260814,impA,R,P01,0.6887943143029814,-0.10894762458477444,0,0,0
P08,G5,random_impostor,381,X12,G1,20260814,impA,R,P01,0.6351725704799224,-0.4801901420237241,0,0,0
P08,G5,random_impostor,382,X13,G1,20260814,impA,R,P01,0.5887153093137951,0.09267414364968249,0,0,0
P08,G5,random_impostor,383,X13,G1,20260814,impA,R,P01,0.7158118438286407,0.8099422878068703,0,0,0
P08,G5,random_impostor,384,X14,G1,20260814,impA,R,P01,0.5840868568766037,-0.612471710027497,0,0,0
P08,G5,random_impostor,385,X14,G1,20260814,impA,R,P01,0.6282296299011829,0.3784819608759885,0,0,0
P08,G5,random_impostor,386,X15,G1,20260814,impA,L,P01,0.19318498209743384,0.6277116160426413,0,0,0
P08,G5,random_impostor,387,X15,G1,20260814,impA,R,P01,0.36183936012295387,0.7895274717098637,0,0,0
P08,G5,random_impostor,388,X16,G1,20260814,impA,R,P01,0.7170318830532884,-0.23163984891500053,0,0,0
P08,G5,random_impostor,389,X16,G1,20260814,impA,R,P01,0.7786853660762432,-0.2594418521945408,0,0,0
P08,G5,random_impostor,390,X17,G1,20260814,impA,R,P01,0.6668607375567688,-0.32856797561882045,0,0,0
P08,G5,random_impostor,391,X17,G1,20260814,impA,R,P01,0.6675154402550243,-0.34363008201328993,0,0,0
P08,G5,random_impostor,392,X18,G1,20260814,impA,R,P01,0.5674149465211307,0.10851774903247759,0,0,0
P08,G5,random_impostor,393,X18,G1,20260814,impA,R,P01,0.443026421442735,0.21634818014742074,0,0,0
P08,G5,random_impostor,708,P09,G2,20260815,impA,R,P02,0.7311386027634375,-0.6001841265708571,0,0,0
P08,G5,random_impostor,709,P09,G2,20260815,impA,R,P02,0.7385097404145626,-0.5248274102445053,0,0,0
P08,G5,random_impostor,710,P09,G2,20260815,impA,R,P02,0.743467555347094,-0.4765828032061171,0,0,0
P08,G5,random_impostor,711,P09,G2,20260815,impA,R,P02,0.784507628744015,-0.30736429291452083,0,0,0
P08,G5,random_impostor,712,P09,G2,20260817,impA,R,P02,0.7899681070604503,-0.18145156618150704,0,0,0
P08,G5,random_impostor,713,P09,G2,20260817,impA,R,P02,0.7711196439275015,-0.3846492220222062,0,0,0
P08,G5,random_impostor,714,P09,G2,20260817,impA,R,P02,0.7336417617131012,-0.31517312865695035,0,0,0
P08,G5,random_impostor,715,P09,G2,20260817,impA,R,P02,0.8245298852658602,-0.020131616817972625,0,0,0
P08,G5,random_impostor,716,P09,G2,20260818,impA,R,P02,0.8194516009438746,-0.26239243600628426,0,0,0
P08,G5,random_impostor,717,P09,G2,20260818,impA,R,P02,0.787875119166581,-0.17055015151903058,0,0,0
P08,G5,random_impostor,718,P09,G2,20260818,impA,R,P02,0.8016151167228243,-0.23003983499740668,0,0,0
P08,G5,random_impostor,719,P09,G2,20260818,impA,R,P02,0.8159767805054714,-0.26955942480797934,0,0,0
P08,G5,random_impostor,720,P09,G2,20260819,impA,R,P02,0.8258505814047641,-0.04171730575817701,0,0,0
P08,G5,random_impostor,721,P09,G2,20260819,impA,R,P02,0.8200781542278486,-0.018442013957070007,0,0,0
P08,G5,random_impostor,722,P09,G2,20260819,impA,R,P02,0.8225529689863074,-0.06617469537026408,0,0,0
P08,G5,random_impostor,723,P09,G2,20260819,impA,R,P02,0.8221726282027338,-0.12107212238742475,0,0,0
P08,G5,random_impostor,724,P09,G2,20260820,impA,R,P02,0.8030472781777138,-0.426271048188578,0,0,0
P08,G5,random_impostor,725,P09,G2,20260820,impA,R,P02,0.7827038063590499,-0.45926356745634483,0,0,0
P08,G5,random_impostor,726,P09,G2,20260820,impA,R,P02,0.7970125642420143,-0.3541692666456871,0,0,0
P08,G5,random_impostor,727,P09,G2,20260820,impA,R,P02,0.7980849014403324,-0.3227491513717746,0,0,0
P08,G5,random_impostor,728,P09,G2,20260821,impA,R,P02,0.7880260165260958,-0.3811450783904169,0,0,0
P08,G5,random_impostor,729,P09,G2,20260821,impA,R,P02,0.7975122276760853,-0.28656200279918054,0,0,0
P08,G5,random_impostor,730,P09,G2,20260821,impA,R,P02,0.7514545798653175,-0.5492527379579464,0,0,0
P08,G5,random_impostor,731,P09,G2,20260821,impA,R,P02,0.8091085054349088,-0.3829705063972662,0,0,0
P08,G5,random_impostor,732,P10,G2,20260815,impA,L,P02,0.8540890151561557,0.4916032711709756,0,0,0
P08,G5,random_impostor,733,P10,G2,20260815,impA,L,P02,0.8479205916404273,0.18054871767011754,0,0,0
P08,G5,random_impostor,734,P10,G2,20260815,impA,L,P02,0.8353252591849885,0.26123979187977747,0,0,0
P08,G5,random_impostor,735,P10,G2,20260815,impA,L,P02,0.842930281388432,0.4586043455407857,0,0,0
P08,G5,random_impostor,736,P10,G2,20260816,impA,L,P02,0.8188486996529467,-0.130655224003357,0,0,0
P08,G5,random_impostor,737,P10,G2,20260816,impA,L,P02,0.8508231614005219,0.3299420816321814,0,0,0
P08,G5,random_impostor,738,P10,G2,20260816,impA,L,P02,0.8379362065666749,0.08445515204385395,0,0,0
P08,G5,random_impostor,739,P10,G2,20260816,impA,L,P02,0.8325524834685365,0.5496237764206015,0,0,0
P08,G5,random_impostor,740,P10,G2,20260817,impA,L,P02,0.8451838542220536,0.1699174870538691,0,0,0
P08,G5,random_impostor,741,P10,G2,20260817,impA,L,P02,0.8203637224829927,-0.024799326418861713,0,0,0
P08,G5,random_impostor,742,P10,G2,20260817,impA,L,P02,0.8405615771215355,0.32193238343656916,0,0,0
P08,G5,random_impostor,743,P10,G2,20260817,impA,L,P02,0.8188997466486948,0.008201691493999226,0,0,0
P08,G5,random_impostor,744,P10,G2,20260818,impA,L,P02,0.8185781747112025,0.38511770101489295,0,0,0
P08,G5,random_impostor,745,P10,G2,20260818,impA,L,P02,0.8608771782710838,0.13038178987205312,0,0,0
P08,G5,random_impostor,746,P10,G2,20260818,impA,L,P02,0.8281207731751615,0.1740217372398014,0,0,0
P08,G5,random_impostor,747,P10,G2,20260818,impA,L,P02,0.841334687251792,0.5960836291823307,0,0,0
P08,G5,random_impostor,748,P10,G2,20260819,impA,L,P02,0.8280883009501347,0.09574894243383265,0,0,0
P08,G5,random_impostor,749,P10,G2,20260819,impA,L,P02,0.8291979156602999,0.17637217685405093,0,0,0
P08,G5,random_impostor,750,P10,G2,20260819,impA,L,P02,0.8527756251090703,0.41015512759651385,0,0,0
P08,G5,random_impostor,751,P10,G2,20260819,impA,L,P02,0.8522004280837203,0.5249644684221435,0,0,0
P08,G5,random_impostor,752,P10,G2,20260820,impA,L,P02,0.8447931408184828,0.1950947074034613,0,0,0
P08,G5,random_impostor,753,P10,G2,20260820,impA,L,P02,0.8426068126808396,0.35342010141397007,0,0,0
P08,G5,random_impostor,754,P10,G2,20260820,impA,L,P02,0.8208732334313094,0.45671821011446345,0,0,0
P08,G5,random_impostor,755,P10,G2,20260820,impA,L,P02,0.8429540453561152,0.15667853168269685,0,0,0
P08,G5,random_impostor,756,X05,G2,20260813,impA,L,P02,0.8279751498894714,0.18448730914235467,0,0,0
P08,G5,random_impostor,757,X05,G2,20260813,impA,L,P02,0.8535785698581543,0.5773617490555805,0,0,0
P08,G5,random_impostor,758,X06,G2,20260813,impA,L,P02,0.8463580263174861,0.4357119840463965,0,0,0
P08,G5,random_impostor,759,X06,G2,20260813,impA,L,P02,0.8420998524403561,0.29078747605814015,0,0,0
P08,G5,random_impostor,760,X07,G2,20260813,impA,L,P02,0.8311608402575019,0.7669168086532603,0,0,0
P08,G5,random_impostor,761,X07,G2,20260813,impA,L,P02,0.8196970519623141,0.6667332457975486,0,0,0
P08,G5,random_impostor,762,X08,G2,20260813,impA,L,P02,0.8784593164082755,0.376632877092912,0,0,0
P08,G5,random_impostor,763,X08,G2,20260813,impA,L,P02,0.8250289538447348,0.4537259956140334,0,0,0
P08,G5,random_impostor,764,X09,G2,20260814,impA,R,P02,0.8391932535001814,0.6207476301296481,0,0,0
P08,G5,random_impostor,765,X09,G2,20260814,impA,R,P02,0.8259664114092486,0.267506583442522,0,0,0
P08,G5,random_impostor,766,X10,G2,20260814,impA,R,P02,0.821310765419327,0.05371924985199582,0,0,0
P08,G5,random_impostor,767,X10,G2,20260814,impA,R,P02,0.8379316491616087,0.4118270649927631,0,0,0
P08,G5,random_impostor,768,X11,G2,20260814,impA,R,P02,0.8269688347509963,-0.16022855054938728,0,0,0
P08,G5,random_impostor,769,X11,G2,20260814,impA,R,P02,0.8070777186127875,0.12832265285484779,0,0,0
P08,G5,random_impostor,770,X12,G2,20260814,impA,R,P02,0.8507733787581377,-0.11755374258842231,0,0,0
P08,G5,random_impostor,771,X12,G2,20260814,impA,R,P02,0.8705475412215671,0.11535757942896442,0,0,0
P08,G5,random_impostor,772,X13,G2,20260814,impA,R,P02,0.8706519144941555,0.45969625771666983,0,0,0
P08,G5,random_impostor,773,X13,G2,20260814,impA,R,P02,0.8738500388737267,0.3463247822664566,0,0,0
P08,G5,random_impostor,774,X14,G2,20260814,impA,R,P02,0.7870219596263599,0.7169939258027624,0,0,0
P08,G5,random_impostor,775,X14,G2,20260814,impA,R,P02,0.8365524938980817,0.22166755576965153,0,0,0
P08,G5,random_impostor,776,X15,G2,20260814,impA,R,P02,0.8248860503963487,0.17767422745927244,0,0,0
P08,G5,random_impostor,777,X15,G2,20260814,impA,R,P02,0.8039834529042551,-0.049935472065571126,0,0,0
P08,G5,random_impostor,778,X16,G2,20260814,impA,R,P02,0.8607800807295206,0.32912409895672323,0,0,0
P08,G5,random_impostor,779,X16,G2,20260814,impA,R,P02,0.8682499899150432,-0.04727006181928684,0,0,0
P08,G5,random_impostor,780,X17,G2,20260814,impA,R,P02,0.8678261755535688,0.0384333800213196,0,0,0
P08,G5,random_impostor,781,X18,G2,20260814,impA,R,P02,0.8516018384415609,-0.08963793138097308,0,0,0
P08,G5,random_impostor,782,X18,G2,20260814,impA,R,P02,0.8496047358954061,0.13452433669203248,0,0,0
P08,G5,random_impostor,1100,P09,G3,20260815,impA,R,P03,0.4261791929886798,0.561379655052258,0,0,0
P08,G5,random_impostor,1101,P09,G3,20260815,impA,R,P03,0.4740209413770644,-0.1542932113200566,0,0,0
P08,G5,random_impostor,1102,P09,G3,20260815,impA,R,P03,0.4597011878011374,0.19735412340165287,0,0,0
P08,G5,random_impostor,1103,P09,G3,20260815,impA,R,P03,0.4614942902893711,-0.40719517866702193,0,0,0
P08,G5,random_impostor,1104,P09,G3,20260817,impA,L,P03,0.5217213216494563,0.3240836533570308,0,0,0
P08,G5,random_impostor,1105,P09,G3,20260817,impA,L,P03,0.505959648399081,0.07835575695392098,0,0,0
P08,G5,random_impostor,1106,P09,G3,20260817,impA,L,P03,0.3807579294502852,0.6898155700113496,0,0,0
P08,G5,random_impostor,1107,P09,G3,20260817,impA,L,P03,0.4531109977868121,0.7403941514030148,0,0,0
P08,G5,random_impostor,1108,P09,G3,20260818,impA,L,P03,0.5025349446943129,0.3312183751427862,0,0,0
P08,G5,random_impostor,1109,P09,G3,20260818,impA,L,P03,0.43082550333019454,0.05090915432800599,0,0,0
P08,G5,random_impostor,1110,P09,G3,20260818,impA,L,P03,0.4246458835338754,0.5909230521730364,0,0,0
P08,G5,random_impostor,1111,P09,G3,20260818,impA,L,P03,0.3860281407594073,0.04521332206874256,0,0,0
P08,G5,random_impostor,1112,P09,G3,20260819,impA,L,P03,0.4727753348077754,0.5781831204177816,0,0,0
P08,G5,random_impostor,1113,P09,G3,20260819,impA,L,P03,0.4078063281192649,0.6256457407038792,0,0,0
P08,G5,random_impostor,1114,P09,G3,20260819,impA,L,P03,0.42911831996642685,0.16551204973625955,0,0,0
P08,G5,random_impostor,1115,P09,G3,20260819,impA,L,P03,0.5098950449324601,0.517572836113612,0,0,0
P08,G5,random_impostor,1116,P09,G3,20260820,impA,L,P03,0.48738833733091,0.39898937656125477,0,0,0
P08,G5,random_impostor,1117,P09,G3,20260820,impA,L,P03,0.4734767967347629,0.6311839164022315,0,0,0
P08,G5,random_impostor,1118,P09,G3,20260820,impA,L,P03,0.46136437509072625,0.2643515455058687,0,0,0
P08,G5,random_impostor,1119,P09,G3,20260820,impA,L,P03,0.46144551321836424,0.10796631867248367,0,0,0
P08,G5,random_impostor,1120,P09,G3,20260821,impA,L,P03,0.36761772329312703,0.34842895611315516,0,0,0
P08,G5,random_impostor,1121,P09,G3,20260821,impA,L,P03,0.4733089498321298,0.23061094327203674,0,0,0
P08,G5,random_impostor,1122,P09,G3,20260821,impA,L,P03,0.4711673460409496,-0.0005554497726790314,0,0,0
P08,G5,random_impostor,1123,P09,G3,20260821,impA,L,P03,0.4586035844247168,-0.18902368013851337,0,0,0
P08,G5,random_impostor,1124,P10,G3,20260815,impA,L,P03,0.3904728301500774,0.719806925677703,0,0,0
P08,G5,random_impostor,1125,P10,G3,20260815,impA,L,P03,0.4298573158247502,0.8088662928644508,0,0,0
P08,G5,random_impostor,1126,P10,G3,20260815,impA,L,P03,0.2823272380189541,0.7207725709575277,0,0,0
P08,G5,random_impostor,1127,P10,G3,20260815,impA,L,P03,0.3968878450130406,0.6521750432031623,0,0,0
P08,G5,random_impostor,1128,P10,G3,20260817,impA,L,P03,0.41705699708056476,0.6847651342840394,0,0,0
P08,G5,random_impostor,1129,P10,G3,20260817,impA,L,P03,0.3122066871287378,0.7626767733377476,0,0,0
P08,G5,random_impostor,1130,P10,G3,20260817,impA,L,P03,0.36068384799058917,0.6962266700016784,0,0,0
P08,G5,random_impostor,1131,P10,G3,20260817,impA,L,P03,0.2902089079654203,0.6974071467394418,0,0,0
P08,G5,random_impostor,1132,P10,G3,20260818,impA,L,P03,0.3291632446176512,0.538433554916832,0,0,0
P08,G5,random_impostor,1133,P10,G3,20260818,impA,L,P03,0.23544174433099208,0.2182122966091721,0,0,0
P08,G5,random_impostor,1134,P10,G3,20260818,impA,L,P03,0.30798333361951136,0.14501002222463016,0,0,0
P08,G5,random_impostor,1135,P10,G3,20260818,impA,L,P03,0.36342347676932435,0.5265385092895377,0,0,0
P08,G5,random_impostor,1136,P10,G3,20260819,impA,L,P03,0.36640989933812107,0.8021850437908047,0,0,0
P08,G5,random_impostor,1137,P10,G3,20260819,impA,L,P03,0.4330256957268951,0.7807354045269781,0,0,0
P08,G5,random_impostor,1138,P10,G3,20260819,impA,L,P03,0.40848399421935533,0.6638713316711835,0,0,0
P08,G5,random_impostor,1139,P10,G3,20260819,impA,L,P03,0.466617887171363,0.7137220455836086,0,0,0
P08,G5,random_impostor,1140,P10,G3,20260820,impA,L,P03,0.29613205375400375,0.6479710824769733,0,0,0
P08,G5,random_impostor,1141,P10,G3,20260820,impA,L,P03,0.29653052254686196,0.397214003248585,0,0,0
P08,G5,random_impostor,1142,P10,G3,20260820,impA,L,P03,0.34524813674251476,0.6232746260384164,0,0,0
P08,G5,random_impostor,1143,P10,G3,20260820,impA,L,P03,0.42924702245941626,0.8466855113381102,0,1,0
P08,G5,random_impostor,1144,P10,G3,20260821,impA,L,P03,0.3979696694508127,0.600393320350325,0,0,0
P08,G5,random_impostor,1145,P10,G3,20260821,impA,L,P03,0.3925422007561834,0.6289297729508464,0,0,0
P08,G5,random_impostor,1146,P10,G3,20260821,impA,L,P03,0.3771148620030168,0.7595041354953767,0,0,0
P08,G5,random_impostor,1147,P10,G3,20260821,impA,L,P03,0.3738354652445635,0.6817019905929791,0,0,0
P08,G5,random_impostor,1148,X03,G3,20260814,impA,L,P03,0.508689010568324,0.5186923925329915,0,0,0
P08,G5,random_impostor,1149,X03,G3,20260814,impA,L,P03,0.40641594413786863,-0.2489881385543171,0,0,0
P08,G5,random_impostor,1150,X05,G3,20260813,impA,L,P03,0.3979434224016746,0.07830822170940047,0,0,0
P08,G5,random_impostor,1151,X05,G3,20260813,impA,L,P03,0.4276758127086282,0.5895993798011003,0,0,0
P08,G5,random_impostor,1152,X06,G3,20260813,impA,L,P03,0.359751888220963,0.09912217334174842,0,0,0
P08,G5,random_impostor,1153,X06,G3,20260813,impA,L,P03,0.4075280836432795,0.2886354208372195,0,0,0
P08,G5,random_impostor,1154,X07,G3,20260813,impA,L,P03,0.25242173999758033,-0.610331674922542,0,0,0
P08,G5,random_impostor,1155,X07,G3,20260813,impA,L,P03,0.23829770872713218,0.7396526477177312,0,0,0
P08,G5,random_impostor,1156,X08,G3,20260813,impA,L,P03,0.4292845703629063,0.019889533461745705,0,0,0
P08,G5,random_impostor,1157,X08,G3,20260813,impA,L,P03,0.3892749789102748,0.6187326603063763,0,0,0
P08,G5,random_impostor,1158,X09,G3,20260814,impA,R,P03,0.37911466283044015,0.7154008632752695,0,0,0
P08,G5,random_impostor,1159,X09,G3,20260814,impA,R,P03,0.3666946210487082,0.6529332554384915,0,0,0
P08,G5,random_impostor,1160,X10,G3,20260814,impA,L,P03,0.4317406127741473,0.7048028146071381,0,0,0
P08,G5,random_impostor,1161,X10,G3,20260814,impA,L,P03,0.43666725078916646,0.6810894970025904,0,0,0
P08,G5,random_impostor,1162,X11,G3,20260814,impA,L,P03,0.29313440901407567,-0.07171282929717729,0,0,0
P08,G5,random_impostor,1163,X11,G3,20260814,impA,L,P03,0.33500515398323794,0.6374115079787573,0,0,0
P08,G5,random_impostor,1164,X12,G3,20260814,impA,L,P03,0.4921350159900102,0.6131506670396045,0,0,0
P08,G5,random_impostor,1165,X12,G3,20260814,impA,L,P03,0.4350537371991864,0.5373187806801852,0,0,0
P08,G5,random_impostor,1166,X13,G3,20260814,impA,L,P03,0.36171176045296627,0.7037481825397001,0,0,0
P08,G5,random_impostor,1167,X13,G3,20260814,impA,L,P03,0.45280219294090146,0.6922261517059833,0,0,0
P08,G5,random_impostor,1168,X14,G3,20260814,impA,R,P03,0.2173328028628645,0.6268363734958318,0,0,0
P08,G5,random_impostor,1169,X14,G3,20260814,impA,L,P03,0.13078315714814556,0.8438625025693476,0,1,0
P08,G5,random_impostor,1170,X15,G3,20260814,impA,L,P03,0.13990121344132556,0.8406395365901476,0,1,0
P08,G5,random_impostor,1171,X15,G3,20260814,impA,L,P03,0.11243381593748145,0.8582190555971707,0,1,0
P08,G5,random_impostor,1172,X16,G3,20260814,impA,L,P03,0.4305313285854165,0.7967955773072704,0,0,0
P08,G5,random_impostor,1173,X16,G3,20260814,impA,L,P03,0.45179226484114543,0.8381010889896616,0,1,0
P08,G5,random_impostor,1174,X17,G3,20260814,impA,R,P03,0.11328107518414621,0.794646640576788,0,0,0
P08,G5,random_impostor,1175,X17,G3,20260814,impA,L,P03,0.4136312460576823,0.42018137385295495,0,0,0
P08,G5,random_impostor,1176,X18,G3,20260814,impA,L,P03,0.4320490308294465,0.7918009627040365,0,0,0
P08,G5,random_impostor,1177,X18,G3,20260814,impA,L,P03,0.4095504860950911,0.5879927546441388,0,0,0
P08,G5,random_impostor,1494,P09,G4,20260815,impA,R,P04,0.5580637471626426,-0.3400209105176011,0,0,0
P08,G5,random_impostor,1495,P09,G4,20260815,impA,R,P04,0.5447073468089966,-0.3812445003362733,0,0,0
P08,G5,random_impostor,1496,P09,G4,20260815,impA,R,P04,0.5649558082086013,-0.4453752022332831,0,0,0
P08,G5,random_impostor,1497,P09,G4,20260815,impA,R,P04,0.5194679085864238,-0.04735703171083513,0,0,0
P08,G5,random_impostor,1498,P09,G4,20260817,impA,L,P04,0.6332721922855418,0.6580395309573246,0,0,0
P08,G5,random_impostor,1499,P09,G4,20260817,impA,L,P04,0.6099002488067854,0.42101943340103243,0,0,0
P08,G5,random_impostor,1500,P09,G4,20260817,impA,L,P04,0.5567363224850519,0.47180835776689156,0,0,0
P08,G5,random_impostor,1501,P09,G4,20260817,impA,L,P04,0.5463944723705784,0.41967939215058353,0,0,0
P08,G5,random_impostor,1502,P09,G4,20260818,impA,L,P04,0.6976479048319478,0.5545097486684704,0,0,0
P08,G5,random_impostor,1503,P09,G4,20260818,impA,L,P04,0.6735347861668781,0.43002312501208856,0,0,0
P08,G5,random_impostor,1504,P09,G4,20260818,impA,L,P04,0.7152439304325138,0.5996446230868221,0,0,0
P08,G5,random_impostor,1505,P09,G4,20260818,impA,L,P04,0.7248081907087807,0.6203285954190472,0,0,0
P08,G5,random_impostor,1506,P09,G4,20260819,impA,L,P04,0.7599114127819881,0.6772088981389703,0,0,0
P08,G5,random_impostor,1507,P09,G4,20260819,impA,L,P04,0.6715563919448508,0.5028500847615107,0,0,0
P08,G5,random_impostor,1508,P09,G4,20260819,impA,L,P04,0.7200328766706243,0.6774597449373241,0,0,0
P08,G5,random_impostor,1509,P09,G4,20260819,impA,L,P04,0.7499035323498915,0.6221142183712802,0,0,0
P08,G5,random_impostor,1510,P09,G4,20260820,impA,L,P04,0.6101438240590747,0.44511148587592286,0,0,0
P08,G5,random_impostor,1511,P09,G4,20260820,impA,L,P04,0.7336232346630368,0.6010606852063587,0,0,0
P08,G5,random_impostor,1512,P09,G4,20260820,impA,L,P04,0.7267634397668266,0.4660051579464625,0,0,0
P08,G5,random_impostor,1513,P09,G4,20260820,impA,L,P04,0.7611560479697093,0.45440235448154975,0,0,0
P08,G5,random_impostor,1514,P09,G4,20260821,impA,L,P04,0.6346051826713299,0.2224391058416079,0,0,0
P08,G5,random_impostor,1515,P09,G4,20260821,impA,L,P04,0.7094241063814446,0.38945096433412907,0,0,0
P08,G5,random_impostor,1516,P09,G4,20260821,impA,L,P04,0.6614810937646539,0.5110950413917161,0,0,0
P08,G5,random_impostor,1517,P09,G4,20260821,impA,L,P04,0.6382072234853571,0.5197011139948573,0,0,0
P08,G5,random_impostor,1518,P10,G4,20260815,impA,R,P04,0.49431077011587315,-0.2549223531841666,0,0,0
P08,G5,random_impostor,1519,P10,G4,20260815,impA,R,P04,0.4852335897895178,-0.029671837419495414,0,0,0
P08,G5,random_impostor,1520,P10,G4,20260815,impA,R,P04,0.4623156577242875,-0.30235510129332044,0,0,0
P08,G5,random_impostor,1521,P10,G4,20260815,impA,R,P04,0.39345515156304667,-0.2942614248354425,0,0,0
P08,G5,random_impostor,1522,P10,G4,20260818,impA,R,P04,0.38859415473227266,-0.21968873744713435,0,0,0
P08,G5,random_impostor,1523,P10,G4,20260818,impA,R,P04,0.3289998378892378,-0.3629349165845022,0,0,0
P08,G5,random_impostor,1524,P10,G4,20260818,impA,R,P04,0.4632114465983058,-0.0668814742712047,0,0,0
P08,G5,random_impostor,1525,P10,G4,20260818,impA,R,P04,0.4107439631643649,-0.5125457970166201,0,0,0
P08,G5,random_impostor,1526,P10,G4,20260819,impA,R,P04,0.40446636710293604,-0.37833076715595626,0,0,0
P08,G5,random_impostor,1527,P10,G4,20260819,impA,R,P04,0.45877685339903174,-0.23384390987335418,0,0,0
P08,G5,random_impostor,1528,P10,G4,20260819,impA,R,P04,0.374682133966233,-0.07254129960751018,0,0,0
P08,G5,random_impostor,1529,P10,G4,20260819,impA,R,P04,0.4725123295706261,0.20907396252007765,0,0,0
P08,G5,random_impostor,1530,P10,G4,20260820,impA,R,P04,0.41613285527426763,-0.02575222331531027,0,0,0
P08,G5,random_impostor,1531,P10,G4,20260820,impA,R,P04,0.40244334070858,-0.2504094964368466,0,0,0
P08,G5,random_impostor,1532,P10,G4,20260820,impA,R,P04,0.4127568634219688,0.042542362107209436,0,0,0
P08,G5,random_impostor,1533,P10,G4,20260820,impA,R,P04,0.42183232359393896,-0.2872304406418433,0,0,0
P08,G5,random_impostor,1534,P10,G4,20260821,impA,R,P04,0.45526807200011155,-0.17577846960412516,0,0,0
P08,G5,random_impostor,1535,P10,G4,20260821,impA,R,P04,0.42702239671421466,-0.18266625243000678,0,0,0
P08,G5,random_impostor,1536,P10,G4,20260821,impA,R,P04,0.27515405841362456,-0.3098323928290828,0,0,0
P08,G5,random_impostor,1537,P10,G4,20260821,impA,R,P04,0.29275048078853505,-0.4793142972470054,0,0,0
P08,G5,random_impostor,1538,X05,G4,20260813,impA,L,P04,0.6890325761808751,0.4878257104589724,0,0,0
P08,G5,random_impostor,1539,X05,G4,20260813,impA,L,P04,0.6302029448600555,-0.008517351068150176,0,0,0
P08,G5,random_impostor,1540,X06,G4,20260813,impA,L,P04,0.5602757098125457,-0.2891285224428153,0,0,0
P08,G5,random_impostor,1541,X06,G4,20260813,impA,L,P04,0.6064823524594843,-0.225267229380745,0,0,0
P08,G5,random_impostor,1542,X07,G4,20260813,impA,L,P04,0.6473999822565211,0.20608988713725068,0,0,0
P08,G5,random_impostor,1543,X07,G4,20260813,impA,L,P04,0.6395386636351557,-0.2394923144306611,0,0,0
P08,G5,random_impostor,1544,X08,G4,20260813,impA,L,P04,0.4567282239201135,0.3562481410463313,0,0,0
P08,G5,random_impostor,1545,X08,G4,20260813,impA,L,P04,0.35830365906344375,-0.15874669966963112,0,0,0
P08,G5,random_impostor,1546,X09,G4,20260814,impA,L,P04,0.646511721347209,-0.1998445832586531,0,0,0
P08,G5,random_impostor,1547,X09,G4,20260814,impA,L,P04,0.6238290254512434,-0.2091145697397272,0,0,0
P08,G5,random_impostor,1548,X10,G4,20260814,impA,L,P04,0.6155314454004811,0.6078855666236886,0,0,0
P08,G5,random_impostor,1549,X10,G4,20260814,impA,L,P04,0.5918637193056565,0.591100538154308,0,0,0
P08,G5,random_impostor,1550,X11,G4,20260814,impA,L,P04,0.16625303047106038,-0.6913683841260483,0,0,0
P08,G5,random_impostor,1551,X11,G4,20260814,impA,L,P04,0.10438276966469387,-0.797122508602034,0,0,0
P08,G5,random_impostor,1552,X12,G4,20260814,impA,L,P04,0.6542311890955432,-0.24813418826121553,0,0,0
P08,G5,random_impostor,1553,X12,G4,20260814,impA,L,P04,0.6627566998353164,-0.18173906869862258,0,0,0
P08,G5,random_impostor,1554,X13,G4,20260814,impA,L,P04,0.4932750757392635,-0.014315057497578908,0,0,0
P08,G5,random_impostor,1555,X13,G4,20260814,impA,L,P04,0.48597222334173434,-0.015498742122899117,0,0,0
P08,G5,random_impostor,1556,X14,G4,20260814,impA,L,P04,0.6118418932845138,-0.17786740515827015,0,0,0
P08,G5,random_impostor,1557,X14,G4,20260814,impA,L,P04,0.6077426130887429,-0.07227718991585563,0,0,0
